,rid,text,food,ambience,service,price
2301,3060,"Pertama kali kesini..kita coba mesen feeesh n cheese, flaming cheesy rice and quad delight. Minumnya ice tea and lemongrass cooler. Hasilnya: Feeesh n cheese : ikannya enak, crispy and crunchy gtu, cuma sayang masih ada sedikit rasa tanah. Untuk french friesnya dengan ditambah keju cair..well good enough. Flaming cheesy rice : fried rice vegetable..yummy and healthy..ikannya juga cucok ditambah slice keju diatasnya..ditemani sayuran brokoli dan wortel lumayan..tapi sayang sausnya kurang enak..terlalu asam. Quad delight : lumayan buat pembukanya. Minumannya biasalah.. Kalau tempatnya so so lah.. Service cukup tanggap juga.. Hope better in the next visit..",POSITIVE,POSITIVE,POSITIVE,
2302,1542,"Pernah coba Paregu 2 kali. Yang di Kebon Jeruk sekali dan yang lainnya yang di sekitar Sabang. Untuk kualitas rasa, lumayan baik. Standarlah untuk makanan yang kita masak sendiri. Tapi aku kasih score 3 karena pelayannya waktu itu rada ketus dan bolak balik angkat piring kosong, baik sih niatnya mau membersihkan dan merapikan. Tapi cukup mengganggu kenyamanan orang yang lagi menyantap makanannya 😂",POSITIVE,,NEGATIVE,
2303,184,"Yey! Akhirnya setelah muter² cari ruko golden 8 ketemu juga Turning Point Coffee yang lagi Hits banget ini. Pelayanannya super duper ramah banget (pertahankan ya) tempatnya aduhai cocok bgt buat yang suka foto². Ohiya, kemarin pesan milk+chai,milk+honey, sama cakenya gitu yang katanya cake terfavorite disitu hehe(lupa namanya).",,,POSITIVE,
2304,2456,"Makanannya lumayan, harganya standar.. Tapi layanannya super lama..Dan sepertinya pelayannya juga kurang care sm customer.. Sayang banget sih..",POSITIVE,,NEGATIVE,POSITIVE
2305,33,"Sosis grill sama fruit mixnya enak, mari yg belum silahkan dicoba, oh iy fusili oglio oilo with chcken pedes enak, tapi strawberry mojito seger rasa daun mint + french friesny lucu bet tempat sajinya :)",POSITIVE,,,
2306,3064,"Tempat ini memberi saya layanan yang baik dan saya sangat suka suasana di sana .. Saya memesan kopi dan kue cokelat, saya sangat suka kue cokelat Lava di sini., Hanya pengaturan makan Al Fresco yang sempurna untuk kota yang panas dan lembab.Baik untuk bersantai sore atau makan malam yang menggairahkan :) Makanannya enak, pelayan dilatih dengan baik, koktail juga tidak begitu murah hati (dibandingkan dengan perusahaan mereka yang lain) tetapi rasanya enak.",POSITIVE,POSITIVE,POSITIVE,
2307,3455,"Makanan di sini biasa-biasa saja, atau mungkin mereka hanya baik di minuman keras yang saya tidak bisa menyesap ketika saya sekarang.Ini tidak benar-benar nyaman, memberi Anda suasana yang ramai hanya dari melihat tata letak.Dan terlebih lagi saya pergi ke sana pada Sabtu malam yang membuat meja penuh dan cadangan di mana-mana.Harganya oke-to-mmyeah untuk saya, mengingat rasa saya akan memberi mereka kelas 'mahal'.Layanannya, well jika saya bisa mengatakan itu tidak menyenangkan.Dari saat saya memesan sampai checkout, pelayan bahkan tidak akan memudahkan senyum dan perintah itu agak kacau dengan yang lain.Tersenyumlah sedikit tidak akan ya :) Saya tidak bisa memiliki rasa tentang minuman keras, sebagian besar dulunya bertema.Mungkin itu adalah tema utama mereka untuk restoran ini, dan menu paling lezat yang mereka miliki.Mungkin saja :)",NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE
2308,1547,"Akhirnya kesini setelah tau dari zomato kalo little sushiya udah buka di onebelpark, sebelumnya pernah nyobain little sushi ya yang dtebet, sekarang jd gak perlu jauh jauh mao makan sushi yang hemat😁. Kalo di compare sama yang dtebet tempat nya emang lebih enakan dsana lebih luas karna dua lantai, kalo di mall ini tempatnya kecil banget tapi suasana nya hampir sama lah, pelayanan nya pun baik. Makan dsini pesen 3 sushi tapi lupa nama namanya😔 yang keinget cuma sushi angry harga kalo gak salah 26k , pokokny total 3 sushi + drinks cuma 100k, murah lah yaa😉 . Menanti sushi ya buka dsini karna dsebelah nya ada sushi ya tapi blom buka✌️",POSITIVE,POSITIVE,POSITIVE,POSITIVE
2309,565,"Tempat ini adalah resto Jepang terbaik di kota, kurasa ... aku jatuh cinta dengan bento makan siang (harga anggaran dengan rasa 5 bintang) dan rasanya bertemu kuncup lidahku ... cantik!Tidak sabar untuk kembali ke sini lagi ... ^^",POSITIVE,,,POSITIVE
2310,1628,"Buat para penyuka dessert pasti udah ga asing lagi sama fat straw. Kali ini gue coba yg di gandaria city, suasananya cukup bagus, pelayanannya cukup ramah dan untungnya gue dtg pas jam gak terlalu ramai. gue pesen matcha milk tea yg large, matcha toast+extra ice cream matcha. Dapet free waffle karna beli minum yg large. Overall matchanya enak cuma agak terlalu manis sih. Cuma toastnya cukup lama sih dtgnya. Spend: 60.000",POSITIVE,,NEGATIVE,
2311,2495,"Pertama kesini tau dari pacar, tempatnya enak, pelayanannya lumayan ramah, pilihan makanannya bervariasi, nyaman buat kongkow bareng keluarga, temen atau pacar. Harganya standar",POSITIVE,POSITIVE,POSITIVE,POSITIVE
2312,1742,"Makanannya enak dan not too pricey, aman lah buat dompet. Cuman yg sy ngga suka tempat kasir nya itu kan didepan bgt, terus ada bau susu gitu , bukan kayak susu biasa tp bau susu yg ga enak, terus pas diliat sampah nya agak berserakan dilantai jadi ga enak dipandang.",POSITIVE,NEGATIVE,,POSITIVE
2313,1256,"Dapur kecil Senayan City menyajikan ayam panggang terbaik.Lembab lembut dan lembut.Just par excellent.Tempat selalu dikemas.Layanan selama jam sibuk tidak baik.Mereka harus melihat ke dalam merekrut lebih banyak staf.Begitu ada staf yang kurang terlatih ini menjaga banyak meja.Alih-alih menghadiri meja siap-ke-pesanan, dia menunggu di sebuah meja dengan tamu masih mencari menu.Memanggilnya jatuh ke telinga cekatan.YA TUHAN.",POSITIVE,,NEGATIVE,
2314,2447,Gak pernah nyesel makan di Sen Ju.. Enak bgt.. Menunya complete. Tempatnya bagus.. Nyaman bgt.. Penerangan nya juga oke.. Pelayanan nya ramah dan cepat.. Verry Recommended!!👍👍👍👍👍,POSITIVE,POSITIVE,POSITIVE,
2315,739,"Tempat yang nyaman dan nyaman untuk """" Nongkrong """".Staf yang ramah dan juga makanan lezat.Selain itu, harganya terjangkau :) Pasti kami akan kembali ke sini lagi untuk mencoba makanan dan hidangan penutup lain :)",POSITIVE,,POSITIVE,
2316,2377,"Tetep yaa yg di Bogor lebih enak walaupun yg di Jakarta tempatnya lebih enak & nyaman tapi kalau soal rasa, yg di Bogor jauh lebih enak :) :)",NEGATIVE,POSITIVE,,
2317,3863,"Mendengar dari bf saya dan mencoba makan siang pada hari Minggu pagi.Kami tiba sekitar 10 dan ramai :( penuh. Akhirnya kami pergi ke toko buku di samping antipodian, menunggu sekitar satu jam. Ada di dalam antipodian dan memesan ayam bakar Thailand dengan nasi kuning dan bolognese spaghetti. Ayam panggang itu bagus dengan saus pedas manis. Itu bagusSpaghetti hanya baik-baik saja, tidak ada komentar khusus. Juga jus jeruk segar untuk minuman ringan karena yang sehat hijau tidak tersedia. Akan kembali untuk mencoba omelet, terlihat lezat. Kami tidak memesan karena lebih lama, menunggu pembaruan kapanKami mencoba menu lain. Ciao 😊 Ali Ravi",POSITIVE,,,
2318,1210,"Pelayanan cepat. Selain itu, barista bisa memberikan informasi dgn baik. Jadi tahu jenis jenis kopi dan produk olahannya. Rasa kopinya juga oke.",POSITIVE,,POSITIVE,
2319,1430,"Tempat makan koglomerat2 jakarta. Ini yg sering gw denger dari orang2 tentang bakmi orpa. Pas kesini biasa aja tempatnya.. Mienya memang enak... Katanya mie ini mahal banget, untuk hari gini mie seharga 40rban mah jg banyak.. Tapi untuk ukuran tempat yg biasa aja dan daerah kota memang mahal seh..,harga semau gue. ga tulis harga. lgsg sebut aja abis berapa. yang bilang orpa ini enak. mungkin belum pernah coba kolomee jia xiang singapore. yang jauh di atas orpa lezat dan bahannya :p. bau babi nya keras si orpa. haram boleh haram. tp ga sebau itu kalee.........",NEGATIVE,NEGATIVE,,NEGATIVE
2320,3829,"Lumayan rame kalo jam makan siang...makanannya biasa aja tapi lokasinya yg deket kantor dan harga yg lumayan terjangkau buat restoran ini rame...ga ada yg spesial sih sebenernya...servis nya aja yg lumayan cepat :)"" Tempatnya luas.. makanannya lebih banyak macamnya daripada yang di pasar baru.. minumannya juga.. lebih suka cfc yang disini.. pelayanannya biasa saja.. makanannya enak.. sama seperti fast food tempat lainnya",POSITIVE,,POSITIVE,POSITIVE
2321,2005,"Boga Prabu ini sama seperti Boga Prabu yang di Cibubur Lontong Cap Gomeh disini juara banget menurutku!! Makanan yang lain juga enak-enak seperti nasi bali, nasi bogana, nasi uduk dll Aku juga sering beli paket nasi kotaknya (boga prabu cibubur) untuk acara-acara Kalo minumannya yang segar Lychee Lime Squash",POSITIVE,,,
2322,542,"Okay foto ini sih udah lama bgt diambil. Martabak carnivalnya menurut gue enak tapi karena semuanya topping yg manis2 jadi@ kemanisan gitu. Martabak ini 2 potong gue makan udah bisa bikin kenyang. Eat happens pelayanannya cukup baik, pelayannya ramah. Tapi sayang yg di Tebet tempatnya cukup membuat gerah karena pengunjungnya yg ramai. Tapi untuk menunya i give (7.5/10)",POSITIVE,,,
2323,393,"Datang ke Lyon karena mencoba brunch yang bisa Anda makan pada hari Sabtu.Dapatkan semua menu favorit saya membuat harga SOO sepadan.Layanan ini baik-baik saja, karena kita harus menunggu hampir satu jam sampai makanan kita datang dan lebih baik memesan banyak makanan di awal (bagiannya sangat kecil, bagiku aku makan 8 piring scallop saja).Dan di seluruh meja kami memesan 20 piring untuk makan sendiri!Jadi, Anda dapat membayangkan bagaimana ukuran porsi.Tapi kami akan kembali lagi jika kami mendambakan Perancis semua yang Anda bisa makan: D, makan ok..Untuk tingkat masakan french 8 ... tapi yg parah servicenya ... TDK Sepadan Dengan Nama ... Sangat Disayangkan .....pelayan TDK RAMAH, tidak memperhatikan detail ... Mungkin Karena Kekurangan Staf",POSITIVE,,NEGATIVE,POSITIVE
2324,2465,"Pertama saya makan disini, saya pesan nasi bakarnya. Rasa pedasnya pas dan ayamnya pun montok. Rasa sambal juga segar di mulut. Lalu, untuk minuman, saya mencoba ys merah putih, yaitu minuman campuran kelapa beserta susu dan dilengkapi dengan pacar cina. Rasanya pun luar biasa, cocok untuk menemani nasi bakar saya. Sebagai hidangan penutup, saya memesan mochi mangga... Untuk pekerja daerah SCBD, dapat memilih tempat ini untuk makan siang karena tempatnya pun nyaman dan strategis.",POSITIVE,,,
2325,2076,Tempatnya kecil tapi cozy bangettt. Makanannya juga enak. Harga standaar. Recommended sih tp kalo buat ngumpul rame2 kurang enak sih karna kecil,POSITIVE,,,POSITIVE
2326,3640,"Untung aja ketemu Gading Aroma Seafood. Pas bingung2 mau mkn seafood cari2 di daerah kelapa gading. Kita ber4 pesan ikan steam aroma, cumi telor asin, kepiting asap, dan kangkung balacan. Ternyata rasanya benar2 mantap banget. Tempat jg bersih. Cuma letaknya agak ke ujung. Kalau dari 212 masih lurus terus rah ujung lalu puter balik. Ga salah deh bisa ketemu makanan enak lagi nih. Recommended banget.",POSITIVE,,POSITIVE,
2327,627,"Zero Points! """" Mengapa semua orang begitu tidak menyadari cara produk makanan yang tidak higienis dipajang di outlet ini?Roti ditinggalkan di tempat terbuka dipajang sementara ribuan orang berjalan melewatinya hanya sentimeter, beberapa bersin dan beberapa batuk.Saya telah melihat seorang wanita yang bersin-genggamnya ingus tepat ke atas roti.Ini keterlaluan!Seharusnya ada penutup semacam untuk melindungi roti.Sayangnya bagi kami, kota ini tidak memiliki inspektur kesehatan untuk menegakkan kebersihan.Di sinilah Zomato dan Zomaters masuk. Sebarkan berita itu.Jangan membeli roti di sini karena Anda akan sakit dan menyebarkan penyakit Anda kepada orang lain.Tempat ini layak mendapat poin nol tetapi titik terendah yang bisa saya berikan adalah 1.0.",NEGATIVE,,,
2328,1865,Restoran ini di Hotel Horison di Bekasi ... Im di sini sekarang setelah sarapan saya dengan seseorang yang istimewa ... Tempat ini sangat besar. Ada di luar ruangan ... untuk sarapan hari ini kami memilih untuk menikmati sinar matahari pagi.... ada begitu banyak makanan.Morning Attack..tapi..saya suka tempat ini..seview n waitress juga sangat bagus dan sopan ... Saya harap saya bisa kembali ke sini suatu hari nanti untuk mencicipi Bubur,POSITIVE,,,
2329,19,"Ke sini udah lama, beberapa bulan yang lalu. Ribsnya lembut bener-bener lepas dengan mudahnya, sayang menurut gw rasanya agak terlalu manis waktu itu. Dessertnya yg gw suka, decadent brownies. Pengen balik ke sana tp mau nyobain ayamnya atau apple crumblenya, bukan ribsnya.",POSITIVE,,,
2330,1047,"Udah bertahun-tahun gak ke ohlala jadi cukup surprised juga dengan menu yang makin bervariasi. Agak nyesel juga tadi perut udah keisi karena bnyk bgt menu yg pngn gw coba hehehehe.. Gw pesan lasagna,avocado chocolate,sama Charlotte noir cake..dan smuanya enaaaak bangeeeet.. avocado sama cake nya gak terlalu manis jadi gak bikin eneg. Lasagna nya daging bnyk,pas sama ukurannya. Sevice oke,pelayannya ramah. Tempatnya ada indoor dan outdoor kalo yang mau ngerokok ataupun liat view jalanan yg macet hehehe. Top deh pokonya!!!",POSITIVE,,POSITIVE,
2331,1247,"ENAK PARAH!! Gangerti lagi seafoodnya enak banget disini :( cumi goreng tepung saos padang, keong lada hitam klo gak salah namanya, udang bambu bakar sm cah kangkungnya enak bgt. Tempatnya jg bersih dan nyaman ber ac, pelayanannya cepat dan ramah.",POSITIVE,,POSITIVE,
2332,3734,"First impression dtg kesini terkesan seperti cafe british. Dgn interior yg keren dan suasana yg nyaman serasa dirumah sendiri. Owner dan barista nya yg ramah dan sangat bersahabat menambah keseruan untuk nongkrong disini. Harga terjangkau dgn kualitas rasa bintang 5. Disini disediakan gitar dan drumbox, free untuk digunakan. You can sing as loud as you want. Cafe ini pun dilengkapi dengan wiifi, smoking room, parkiran, dan suka diadakan nobar. Siapapun yg dtg kesini pasti akan kembali lg. Seperti saya yg ketagihan menghabiskan waktu disini. RECOMMEND !!! 😊😊😊😊",,,POSITIVE,
2333,1412,"Saya tidak benar-benar penggemar nacho, tetapi saya tidak tahu mengapa jika ingin mencoba restoran baru saya selalu memesan uji coba nachos fot, makanan sederhana tetapi dari saus saya bisa tahu apa makanan rasanya koki sejauh ini ok, harga tidak murah.Saya suka suasananya, tetapi tempat itu terlalu kecil dan saya lebih suka pergi ke sana pada sore hari untuk menikmati matahari terbenam dan juga lalu lintas :)",POSITIVE,,,NEGATIVE
2334,1007,"Kafe baru di sini di Kelapa Gading, tempat itu dirancang dengan indah, itu menyerupai nama.Mencoba salah satu teh Korea mereka, dan kopi es mereka tempo hari, keduanya baik-baik saja, tetapi tidak membuat saya terkesan.Mereka memiliki penghitung make-up ini, tetapi saya tidak tahu apakah itu bisa digunakan.Konsep unik yang nyata.",POSITIVE,,,
2335,3390,"Udah sering ke milk me Tapi baru kali ini ke pondok gede Yang paling fav menurut gue Susu dingin rasa alpukat Itu enak nya ga ada yang ngalahin :D gurih gurih manis gitu Tapi emang kalo di milk me . Makanannya agak lama Makannya cuma dikasih nilai 4,5 ya",NEGATIVE,,,
2336,2181,Pilihan makanan terbatas tetapi rasa bijaksana ok.Namun tempat itu hanya top sempit.Kami benar-benar dapat menikmati makanan yang duduk di kursi-kursi itu.Plus ventilasi adalah masalah.Jadi wanita yang telah ke salon bersiap-siap untuk pergi untuk memutar bau.,POSITIVE,,,
2337,1894,"Nyobain tempat yg lagi hitz di bintaro, lokasinya kalo dari burger blenger lurus aja, belok kiri sebelum indomart abis itu lurus lagi ada di kanan jalan, ntar juga ketemu pokoknya gak pake plang atau tulisan kalo ini ternyata tempat ngopi lucu. Oke kali ini gua dan sepupu pesen caramel latte, ice chocolate, ice cappucino dan ayam Pi-nyar(kalo gasalah). Pas kita abis bayar ribetnya itu kita mondar mandir ambil pesenannya sendiri, Omg! Overall kopi dan makanannya enak dan tempatnya juga keren buat foto-foto. Kekinian bgt lah pokoknya, bro and sist kudu datengin nih tempat..",POSITIVE,,NEGATIVE,
2338,3040,"Ini tempatnya asik buat ngerjain tugas atau kerjaan kantor. Tapi sayang, makanan dan minumannya gak ada yang enak. Waiter gak ngerti isi menu2nya. Lama pula datangnya. Saya pesan hot cappucino, gak berasa blasa kopinya. Encer dan kebanyakan susu. Pesan cemilan, yang datang salah melulu dan gorengnya kelamaan. Kayaknya gak ada chef dan barista yang qualified disini. Jadi sayang aja tempat bagus disia2kan dengan yang hidangannya kayak bikinan amatiran. Wifi nya sih kenceng. Jadi cuma dua hal yang OK disini : tempat dan internet. Seandainya boleh bawa makanan dan minuman dari luar 😏,been listed as my new favorite place to hang out. Minumannya variatif, mulai dari kopi, susu, coklat dan mocktailsnya. quick bites nya juga lumayan banyak pilihan dengan harga yang bener bener ramah dengan kantong. ambience nya cocok untuk nugas dan ngobrol. and lastly, love their lemongrass mocktails!",NEGATIVE,,NEGATIVE,POSITIVE
2339,20,"Pertama kali makan di Jittlada tahun 2004 (di Jl. Sultan Agung, Guntur) langsung jatuh cinta dengan Pandan Chicken. Dan sering take away. Tapi sejak ditutup jadi ga pernah lagi beli. Sering lewat Jittlada di Grand Indonesia tapi belum pernah coba. Akhirnya Januari 2016 nyobain Jittlada di Lotte Shopping Avenue. Kemudian mengulang datang lagi bulan Mei 2016 lalu. Dengan pilihan menu yang sama yaitu: Pandan Chicken, Fried Fish with Thai Herbs, Mango Salad, Spring Rolls, Mixed Vegetables, Traditional Spicy Soup (Tom Yam), Durian Sticky Rice dan Breeze Cucumber Cocktail. Sayangnya ga semua menu sempat diphoto. Semua makanan enak, hanya Durian Sticky Rice yang kurang mantap rasa duriannya hehehe maaf ya karena saya adalah pecinta durian. Untuk porsi cukup buat share bertiga, kalau lebih ya harus menyesuaikan.",POSITIVE,,,
2340,3928,"Hal Yang Paling Paling Saya Sukai di Restaurant Ini Adalah Semua Makan Kunang Mengkunakan Minyak Zaitun.Sehhingga tidak hanya lezat, tetapi juga shat.Untuk makannya, SidakeKomendasikan """" ayam zaitun emas set """", """" Ayam Charbroiled Korea """", Dan """" cococup """".1. Golden Zaitun Ayam Set> Sepotong ayam zaitun emas dengan salad Korea dan kentang tumbuk atau nasi sebagai lauk (opsional).Ayamnya super renyah dan gak berminyak.2. Ayam Charbroiled Korea> 3 potong ayam bakar disajikan dengan saus barbekyu manis dan kentang goreng.Ayamnya Tender Dan Saucenya Enak!3. cococup> potongan kecil fillet ayam dicampur dengan saus manis dan pedas.Fillet ayam-nya renyah dan enak.Untuk Saucenya, Menurutku Lebih dominan pedesnya tapi itu bagus.Patut dicoba.",POSITIVE,,,
2341,895,"Jaman kuliah dulu (2012) sering kesini karena tempat sangat cozy dan makanan enak2, namun sekarang (2015) sangat amat turun kualitas, meja retak hanya di tambal, kualitas pelayanan parah, karyawan baru blm di training dengan baik, sy order curry udon, chicken katsu ramen dengan ramen keriting dan telur tamago 1/2 matang, setelah menunggu 30mnt di tengah suasana yg sepi hanya 5 table, wow lama sekali, akhirnya pesanan datang, lalu yg terlihat secara visual, curry udonnya platingannya berantakan, dan telurnya full matang serta ramennya lurus, wow, sy complain akhirnya menunggu lg 20mnt, begitu di makan, rasanya sangat jauh turunnya dr beberapa tahun yg lalu, well Sori ngk akan balik lg",NEGATIVE,,NEGATIVE,
2342,3589,"Makanan enak, harga bagus, jam kerja terlambat (buka sampai jam 2 pagi).Seafood Kangkung Hotplate dan Fried Vermicelli adalah menu staple keluarga saya.Layanan cepat adalah salah satu dari Forte mereka",POSITIVE,,POSITIVE,POSITIVE
2343,1909,"Resto ini sudah ada sejak jaman kecil saya, mungkin lebih dari 20th yll. Sudah renovasi, pindah, renovasi lagi, sampai menjadi yang sekarang ini. Makan disini seperti nostalgia untuk saya, kenangan saat sering makan disini dengan almarhumah ibu saya. Malam ini kembali saya mengunjungi resto ini dengan suami, ayah, dan keluarga saya. Ayam bakarnya tetap seenak ingatan saya, dan yang special, kami pesan kepiting asap. Tampilan dan rasanya istimewa. Berbagai jenis sambal tersaji di meja.. Sambalnya juga enak.. Will always be back for more.. For the good food and the good nostalgic feeling..",POSITIVE,,,
2344,3428,"Had a lunch treat here(dunno why people in my office love nasi padang so much) .... But i love nasi padang so much too. Love this place too, something humble yet still with good foods.,udah lah ya gausa ditanya enak apa enggak, udah pasti susah ditolak kalo masakan padangnya. berbumbu dan manjain lidah banget :)) gue pesen nasi pake lauk rendang harganya 20 ribu. Murmer.",POSITIVE,,,POSITIVE
2345,1450,"Secara pribadi, saya suka ramen dengan sup daripada soba.Untuk penawaran Abura berkualitas adalah premium dan porsinya sangat cocok untuk para lajang.Saya mencoba soba dengan saus krim tebal dan sepiring gyoza.Lebih suka di sisi yang lebih ringan?Mereka memiliki Soyu Soba.",POSITIVE,,,
2346,2194,Yang bikin beda disini itu ya pedesnya yang bener2 bikin bibir jontor dan nama menunya yg unik. Namun resto ini cepat sekali sold out so kalo yang mau nyobain ramennya mending dateng lebih awal.,POSITIVE,,,
2347,3668,"Kunjungan pertama ke daerah Serpong, kita sarapan di Soto Betawi ini dulu karena katanya enak, terkenal, dan cepet habis. Tempatnya kecil, hanya di ruko & emang rame banget pas kita dateng berempat. Sampe harus nunggu mejanya dibersihin dulu pas duduk. b. Sotonya ada pilihan tumis & kuah, kuahnya pun ada yg bening & santan. Karena khasnya soto betawi adalah kuah santan, gw pesen itulah dengan isian daging & paru. Datengnya cepet, dan first impression kuahnya cukup kental. Tapi pas nyobain kok agak bland ya, kurang nendang. Pun isiannya hanya pake tomat & daun bawang doang, gada kentang, dan empingnya harus nambah. Gw tambahin sambel, lumayan pedes tapi rasa khas soto betawinya gak keluar. Karena ada turunan Betawi, jadi lidah gw lumayan kebiasa sama kuah soto betawi yg khas & nendang. Tapi disini rame dibicarakan doang, menurut gw rasanya biasa aja & tempatnya panas!,ini tempat gak pernah sepi. sotonya enak banget. buat yg doyan soto harus coba soto ini. very recommended! harga emang gak bohong. kaldunya sedaaap",POSITIVE,,,
2348,1900,Bar berukuran sedang.Tempat yang bagus untuk nongkrong.Kerumunan muda.Musik tidak begitu keras sehingga Anda dapat mengobrol tanpa teriakan.Minuman & layanan sangat bagus.Satu-satunya hal adalah memiliki toilet co-ed.,,,POSITIVE,
2349,2583,"Tempatnya aja yang lucu tapi kurang cozy kalau untuk quality time, menu makanannya pun lucuk2 dan rasanya oke, untuk pelayanan nya juga ok, overall oke lah.,pertama kesini karena tertarik dengan tampilan cakenya yang lucu lucu banget, pas nyampe sana, 1st impressionnya very good krna pelayanannya ramah dan atmosphere tempatnya walau kecil tp nyaman, waktu itu order beberapa item salah satunya signature drinksnya Shake A Bear and that was soo delicious haha, cakenya juga enak enak semua gak enegg, harga juga terjangkau and dont know why lagi beruntung apa gimana wktu itu dpet compliment free Hello Kitty Cotton Candy yg supeerb cute and sweet. buat penggemar dessert especially cake lovers, this place definitely worth visit😋",POSITIVE,,POSITIVE,POSITIVE
2350,2153,"Beli ini pas malem2 di kokas yg bentar lagi mau tutup dan hampir semua habis rasanya .. Pemgen coba yg cheese tp abis akhirnya pesen nutella itu pun krna kekenyangan abis mkn wingstop jd dbawa pulang, makannya baru besok pagi hehe tp rasanya masih enak loohhhh...",POSITIVE,,,
2351,3501,"Salah satu restoran terbaik yang pernah saya makan, saya sangat merekomendasikan datang.Makanan memiliki selera yang fantastis.Saya sarankan mencoba salah satu hamburger.",POSITIVE,,,
2352,2382,Makananya oke plus service jg oke banget kok. Suasananya sangat nyaman bikin makanan tambah enak deh pokoknya. Banyak area yang juga bisa buat dibooking buat acara biar lebih mantep.,POSITIVE,,POSITIVE,
2353,1488,"Sukaaaa banget manggo yakultnya...enyaaaak ... Konsep cafe nya lumayan seruu (ala2 anak muda) ada indoor dan outdoornya... Dan plus plusnya adalah """" ada toilet bersih"""" didlm cafe ini hehe jadi si tukang beser ini gak repot ke toilet sebentar 😋😋😋",POSITIVE,,,
2354,1988,"Jaringan resto Padang ini udah terkenal dan punya cabang di mana-mana. Sekedar sharing aja waktu gw nyobain Nasi Padang dengan lauk Ayam Gulai. Santannya kerasa banget, disiram ke atas nasi hangat dimakan bersama-sama dengan sayur singkong dan cabe hijau benar-benar enak.",POSITIVE,,,
2355,3776,"Was been here for a couple times. Tempat ini letaknya di atas Seorae - Korean Restaurant. Pas nyampe kayak ada di station korea gtu. I was ordered spicy chicken wings with cheese and dongdaemun patbingsoo. Lumayan bkin melepas rindu semasa di korea. Chicken wings with cheese nya agak krg cheese nya, kl di korea cheese nya bener2 melimpahh bgt. Disini msh agak pelit haha. For the patbingsoo 4/5.",NEGATIVE,,,
2356,1960,"Selalu suka fat bubble cabang manapun! Desertnya enak-enak, minuman yg di gelas itu juga enak-enak, makanan mereka juga lumayan. Kemarin (not exactly kemarin sih) kesini dan kita pesan pepperoni pizza dan minumannya mango yakult (aku) sama peach yakult (partner makanku). I'd say pizza mereka lumayan ya, dan minumannya seger2. Cocok buat kumpul2 sama temen utk sekedar nongkrong dan chitchat,gue suka banget kesini karna tempatnya cozy bgt parah, ada wifi, ada stopkontak, lengkap bgt. cuma ya AC nya kalo bisa di dinginin lagi yaaa karna klo siang panas bgt boss, gatau deh kalo malem. kalo kesini, paling fav itu pesen Spaghetti Carbonara. Paraaah itu candu banget sih karena porsinya banyak bgt ini penting buat gue, trus gatau kenapa rasanya cocok bgt di lidah gue. creamy nya pas bgt dan pokonya top deh. cuman terakhir kali kesini beberapa hari yg lalu, gatau kenapa rasanya kyk beda kyk kurang garem kurang gurih apaaaa gt huhu. Kalo minuman fav gue sih ya Choco Oreo Smoothies :)",POSITIVE,,,
2357,1712,"Pelayannya cepat dan responsif. Sushinya fresh, isi dan ukurannya cukup. Ochanya terasa, tidak hambar. tempatnya mudah di temukan di mall kelapa gading.",POSITIVE,,POSITIVE,
2358,1632,"Aneh juga saya langganan makan disini tp malah belom nulis review disini :)) resto ini adalah resto makanan rumahan favorite saya kalo lagi ke Penville. Menu favorite saya Gulai daging yg cukup kental & gurih buat saya, & Bebek penyet sambal hejo yg Tobh...! Minuman fav saya disini tentu saja es teh manis dengan porsi segayung :)) Untuk kopi di Kopi Legit ini pun punya rasa yg khas, cukup kental & asam mirip kaya kopi2 khas kopitiam yg bener2 bikin melek... Bagi yg suka kopi2 soft a la starbucks mungkin ga cocok ngopi disini (sesuai selere sbenernya ya...). I love this place pokoke! Jadi laper..,kopi ga lengkap rasanya klo ga pake rokok, itulah pepatah perokok dari jaman dulu.. nah tempat ini menyediakan smoking area yang indoor ( malah yg non smoking diluar area resto tp masih dalem mall) dipadukan dengan makanan yang enak, cemilan yang unik lezat serta kopi yang legit menjadikan tempat ini area meeting ato kongkow favorit... kemaren gw pesen kopi bali disini, kopinya standar enak... apalagi dibarengin sama roti nutella yang masih pake roti tebel jadoel plus taburan coklat dan susu kental.. makanan berat yang kami pesan adalah soto betawi, bihun sea food dan ayam pecel sambel bawang... soto betawinya manteb, kuahnya gurih dan isinya lumayan memuaskan.. ayam bawangnya sambelnya enak! mirip2 sambel matahnya bali.. bihun seafoodnya juga manteb, isi udang dan cuminya banyak, tapi porsinya agak kurang nampol... foodraider result: overall tempat ini enak banget buat makan siang or meeting client, pilihan cemilan tradisionalnya banyak dan banyak makanan nusantara..",POSITIVE,,,
2359,157,"Sudahkah Anda mencobanya?Ini unik & lezat!Saya sangat suka bola nasi, diisi dengan ayam & nori.Anda juga harus mencoba ayam pedas bakar ini dengan saus istimewa, sangat panas & lezat!Tapi .. Mungkin Anda harus bersabar, karena layanannya terlalu panjang.Saya harus menunggu setengah jam untuk makan makanan ini.",POSITIVE,,NEGATIVE,
