,Unnamed: 0,rid,text,food,ambience,service,price
2202,2203,491,tempat okey lahh kalau makan rada rada gimana gituu ada yang asin ada juga yang manis pancakenya kayak banyak telor jadi gak kerasaa tapi for hot chocolatenya itu enak banget pass,NEGATIVE,POSITIVE,,
2203,2204,433,tempat ramai sekali walaupun sudah jam tengah 9 malam saya datang dan dapat urut ke 68 pesan martabak 8 rasa dan 4 rasa it was basically just regular martabak topped with multiple toppings such as nutella cheese greentea kitkat chocolate kitkat chocolate sprinkles etc it tastes just like any other martabaks and somehow nearly plain it s only sweet because of the toppings waktu saya ambil pesan sih mereka sudah tutup dan tidak buka pesan lagi karena kata sudah habis so maybe that s why i can barely taste the sugar in the martabak the portion is quite small but since i am not a big eater it s perfect for me,NEGATIVE,,,
2204,2205,701,turut sup tomyam cuman asa pedas doang d lidah slain itu nothing ikan dan cumi kalo ga salah cuman di ceplungin bebrapa aja trus slese gitu aja kuah asam pedas buat ruma pun lebi enak dari pada ni tapi buat tempat nya gaul sih fancy2 gitiu buat harga ny ga sesuai dg taste tapi dia pinter sih kasi gratis terong goreng tepung istilah,NEGATIVE,,,
2205,2206,327,makan rasa enak utama untuk topokki ayam dan ramen harga juga tidak terlalu mahal untuk kita tempat bagus untuk kita nongkrong dengan teman kita,POSITIVE,POSITIVE,,POSITIVE
2206,2207,3503,first timer selagi lewat dan pas liat tempat ga terlalu besar i m in small coffee place dan liat nyaman tempat comfy nice place for chit chat since it is not so big like any mainstream coffee house waktu itu sen yg paket kopi dan tart untuk kopi sen flat white dan tartnya klo ga salah nama agak lupa nih nutella smores tart untuk flat whitenya krn gw golong cinta kopi which is i want my coffee to taste strong dr rasa sih biasa aja light i ve tasted better flat white tartnya ok marshmallownya leleh,POSITIVE,,,
2207,2208,3854,cara desain interior ok tapi food quality hmm i am sorry karna ga cuma lidah saya aja yang kurang suka ma cake nya cake a boo but my friend as well,NEGATIVE,POSITIVE,,
2208,2209,2035,spaghetti aglio olio 5 0 cappucino ice 4 0 green paradise 4 0 i ve been come here for 5 times my fav menu is spaghetti aglio olio the best i ever taste awal mau cari tempat makan malam lalu never been better jadi pilih kami liat liat di web zomato sangat tarik maka dari itu saya langsung tuju ke lokasi ehhh begitu masuk nyata cuma lantai bawah saja tempat kecil lalu ruang campur dengan yang rokok lihat di foto yg ada di zomato sangat beda cukup kecewa sih dengan ruang yaa tapi mau gimana lagi alhasil sen makan pasta dan 2 mineral water habis rp 85000 turut saya cukup mahal dengan suasana tempat yang kurang oke buat saya tidak ingin kembali lagi,POSITIVE,NEGATIVE,,NEGATIVE
2209,2210,1839,juara rasa nya harga tidak boong harga lumayan mahal namun anda akan dapat timbal balik rasa yang bintang 5 layan ok tempat juga cozy,POSITIVE,POSITIVE,POSITIVE,NEGATIVE
2210,2211,505,fresh mie ps joint ini lokasi di foodcourt lantai 3 di belah taman cafe utk harga yah lmyn mahal service nya ok lah menu nya itu lebih ke mie2 an dan nasi jadi i ordered nasgor beef black pepper sm aqua botol mini which costed me idr 50k and i got nasgor putih and a lot of veggies and fried egg pieces 2 rolled fried eggs a little bit of green and red peppers and black pepper beef soal rasa nya enak not bad at all next time akan coba menu lain,POSITIVE,,POSITIVE,NEGATIVE
2211,2212,2711,tempat yang asyik buat nongkrong sama 6 orang teman saya bisa minum dan makan sambil dengar playlist lagu yang easy listening layan ramah dan senyum bikin leleh saya pesan nasi goreng spesial ayam saya kira disuir nyata ayam goreng potong dan udang juga udang goreng tepung dan wow nyata telur tengah matang saya suka banget nih sendokan pertama udah bikin kesan yang baik rasa bumbu yang gurih dan nasi yang pulen untuk minum saya pesan teh tarik hangat dan rasa pun juga sama dengan teh tarik pada umum suasana yang nyaman jadi marcoffe bistro tempat favorit baru saya untuk nongkrong sama teman first ksni tempat kcil tapi telah beberapa menit duduk langsung suka banget sama tempat ini shishanya enak servernya ramah musik oke suasana nyaman makan enak gak sabar nyobain kesini lagi,POSITIVE,POSITIVE,POSITIVE,
2212,2213,3382,lokasi resto ini di mall gading 2 kesan pertama kali masuk resto ini cukup colourful dengan iring lagu ringan layan cukup fas response makan di jam makan siang sungguh rame menu no 26 pad kraprao chicken 55k no 18 tom yam goong 49k dan kids set dek noi 65k free toy minum order es thai tea 29k all price exclude service n tax cita rasa turut saya enaaak tidak kalah dengan jitlaada dan resto thai lain tingkat pedas cukup pas hanya saja kurang harga relatif mahal dan tempat ini cukup sempit sehingga customer lain lewat bs senggol meja makan agak annoying turut saya kesan pertama saya waah waah wooo bad waah tempat eye catching banget keren waah menu lihat bikin ngeces wooo pas sen sampe meja sangat luar ekspektasi bad taste nya ga sesuai dengan harga yang tawar menu yang saya coba beef with garlic and spicy sauce 59k nb layan lama terlalu crowded oleh trainee,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE
2213,2214,2794,pergi di sini pada satnight dengan bf saya cinta tempat dekorasi yang nyaman hebat kerumun yang baik hanya minum dan makan ringan dan suka dan musik live sangat kagum benar datang lagi utama untuk musik itu malam yang senang,POSITIVE,POSITIVE,POSITIVE,
2214,2215,1273,pernah ke sini beberapa hari yang lalu dan saya pikir saya perlu ulas tempat ini buruk itu kami penuh pada waktu itu semua yang ingin kami makan adalah tapas dan beberapa makan tutup jadi kami mes tortilla yang pertama datang itu tampak oke apa yang anda harap adalah tortilla untuk 80k telah makan 3 chip saya temu potong rambut dalam makan saya sebut layan mereka ambil dan buat saya yang lain yang dua datang saya kira rambut bebas kali ini saya pikir itu saya dan teman saya seperti makan tengah piring dan panjang seperti kami makan tortilla kami saya temu rambut lain itu sangat buruk untuk restoran dengan peringkat seperti itu senang manajer datang dan ambil piring dan dapat yang baru tidak hanya itu orang teman saya mes cappucino dan minta susu skim susu rendah apa yang datang ke meja kami adalah gelas espresso dengan susu cara pisah apa layan saya suka kue dan kue harga terlalu jujur,POSITIVE,,NEGATIVE,NEGATIVE
2215,2216,3035,keyaki mungkin salah satu restoran jepang baik di jakarta salmon harasu salmon belly adalah hidang absolut yang tidak biasa itu buat dengan sangat sempurna leleh di mulut anda,POSITIVE,,,
2216,2217,128,roti canai w chicken curry porsi kuah kari agak minim dan roti canai nya jg ga terlalu banyak tapi rasa not bad lah lumayan enak waffle gue lupa nama apa turut gue waffle nya enak cukup recommended lychee ice tea yaa sama lah ya rasa teh es leci mana mana hehehe temaptnya nyaman tapi ngga terlalu besar cukup minim lahan parkir tapi recommend,POSITIVE,POSITIVE,,
2217,2218,3984,layan delivery yang kecewa pesan tidak antar karena lupa input pesan padahal order by phone sudah laku 3 jam belum,,,NEGATIVE,
2218,2219,1981,makan sushi joobu dapat selera tinggi sangat enak restoran sushi joobu juga bagus ada banyak pilih di menu sushi joobu,POSITIVE,,,
2219,2220,287,croque madame dengan babi selalu buat saya jadi di sini pertama saya tahu tentang sophie authenque saya pergi ke kemang tempat itu baik semua bersih baik staf dan makan lezat itu hal yang tepat yang saya rasa di sophie authentique cipete senopati juga tetapi di senopati banyak langgan bawa anjing mereka,POSITIVE,POSITIVE,POSITIVE,
2220,2221,1984,saya milik beberapa bingung antara martabak har hayam wuruk martabak har biak jadi sore ini saya mes roti cane polos butter chicken saya selalu jadi isap untuk roti cane dan butter chicken juga ketika orang kata roti cane saya akan segera pikir roti cane yang mereka jual di pusat hawker di singapura dan tiap kali saya pikir ayam mentega saya akan ingat kari ayam yang kaya mentega dan ringan saya sudah lama di sydney anda hanya dapat bayang betapa kejut saya ketika makan tiba nah ukur roti cane layak itu baik bulu renyah pada saat yang sama kejut datang dari ayam mentega pergi adalah kesan saya tentang ayam lembab dalam saus kelapa oranye ayam mentega yang saya dapat lebih dari ayam lada hitam bagai ganti cara seluruh itu tidak buruk itu itu hanya tidak penuh harap saya akan ayam mentega,POSITIVE,,,
2221,2222,3045,telah di sini tempat yang bagus untuk gaul dengan teman kami mes dengan baik dari steak prime rib alami mereka layan dengan 3 ukur dapat rujuk ke menu steak dan untuk minum seperti biasa saya mes mojito rasa enak tapi saus jamur terlalu asin layan begitu para layan lebih suka diri di depan kafe daripada di dalam cukup sulit untuk panggil mereka ketika kami ingin tambah beberapa pesan atau minta tagih namun cara seluruh bagus layak untuk coba,POSITIVE,,NEGATIVE,
2222,2223,885,telat kasih review dekorasi tempat lucu walaupun kecil waktu itu sen greentea sweet pot untuk cemilannya kalo minum sen greentea taro latte sama greentea banana latte greentea sweet pot enak manis tapi ga terlalu manis buat gue yang ga suka manis dalem ada semacem roti gitu kalo ga salah lupa udah lama makan minum enak banget padu rasa taro dan greenteanya rasa banana greenteanya juga rasa tapi cotton candy nya manis banget kalo cuil pake tangan jadi lengket banget tang rekomen buat ngobrol santai gue cukup sering kesini sama adik gue selain tempat asik buat duduk duduk tapi batas juga sih huhu selain hasil susu dan rasa yang variant ada tambah tarik lg yaitu permen guling yamg lucu,POSITIVE,POSITIVE,,
2223,2224,529,hal pertama yang bikin unik dan beda dari yang lain adalah masak sekaligus banyak banget dalam satu wajan makanya layan sini cepet meski ramai unjung sampai makan luar bahkan ada yang di dalem mobil masing-masing soal rasa tidak milik ciri khas hampir sama dengan nasi goreng kambing lain tapi daging sedikit untuk makan pinggir tempat duduk yang sedikit dan gaada suasana karena di gang harga cukup mahal kemari cobain nasi goreng kambing tuh krn review yg tinggi pas nyampe ksana nya di pinggir jalan udh rame banget dengan mobil rupa banyak juga yg makan nya dalam mobil krn memang seating yg ain tuh dikit sampe ada yg makan di pinggir jalan gitu even mesen dr mobil juga bisa lgsg dgn tukang parkir nya loh tp krn first time yaudh kami turun dan jalan ke stall nya pas nyampe ksana mreka baru start masak lagi sekali masak itu banyak banget porsi massal gitu stlh nyobain nasi goreng kambing i dont think this is my kind of food rasa nya kurang gigit very oily tp kambing nya okay and very generous portion i wont be back,NEGATIVE,NEGATIVE,POSITIVE,NEGATIVE
2224,2225,2814,pajak nya brp ken tau takut nya pajak nya mahal soal belum pernah ke sana kasih tau dong pajak nya brp makasii wkwkwkwkwkkwkwkwkwkwkw,,,,
2225,2226,1261,resto jepang yg unik dgn harga reasonable dan pilih menu yg agam paling special dari yuk adalah abur wagyu yukhoe sekitar 100k yaitu tumpu daging sapi yang di selip telur tengah matang dalam dan proses masak adalah dengan bakar langsung dengan api saat saji di meja makan beberapa menu lain juga lumayan enak turut saya sih yuk salad nya is the one tp die for sehat dan enak,POSITIVE,,,
2226,2227,2518,sering beli roti sini karena lokasi deket banget dari celebrity fitness soal rasa dan variant roti lumayan standar bakery pada umum too bad layan agak kurang muas beberapa layan agak kurang senyum kalau tanya soal harga sama rasa roti neng kalau beli roti sini pas pagi2 baru buka bisa dapet roti yg diskon 50 oh iya lama beberapa kali belanja sini selalu ga pernah dapet struk jadi gak bs kasih review soal harga akhir beli roti coklat dan roti keju harga 15 500,POSITIVE,,NEGATIVE,
2227,2228,3174,sempet kesini krn mau take away makan jalan aja sana tuju letak gedung sama total buah mampang tapi masuk gak dari situ ada entrance sendiri pas kesana lagi gak rame2 amat sih tapi ambience nya lumayan oke untuk segi makan betul sen emang bukan menu bebek sen sate ayam untuk rasa standar sih masih agak keras turut tapi boleh coba brokoli saos tiram enak sih yang ini pas rasa nasi goreng ikan asin enakkkkk bikin tanpa sadar nambah mulu boleh lah kesini cocok kalo lagi nunggu macet mampang reda makan lah sini next pas kesini sen bebek,POSITIVE,POSITIVE,,
2228,2229,3485,tempat ini akan layan anda bebek goreng yang lezat mereka juga tugas dengan sambal mungkin sebut sambal korek yang cukup panas dan akan tingkat nafsu makan jangan lupa untuk minta kol goreng atau kubis goreng dengan rasa savoy dan sedikit manis untuk kurang panas jangan lupa mes minum panas rasa sakit tetapi efektif,POSITIVE,,,
2229,2230,3930,rasa ayam bakar saus madu baik yang pernah allah cipta di dunia ini sini selalu dapat saus madu tambah daun singkong kasih banyak sambelnya juga sambel ijo sambel merah yang gabung itu rasa ngga bisa dijelasin lagi dengan kata layan layan ramah kalau baru buka layan cepat tapi kalau lagi ramai banget jadi lama agak chaos tempat turut saya pribadi tempat terlalu remang jadi kalau mau makan malah jadi ngga liat makan lol di daerah sini memang selalu macet di jam pulang kerja jadi saya lebih sering pesan pakai gojek karena ringkes tinggal duduk manis di rumah kemudian makan datang,POSITIVE,NEGATIVE,POSITIVE,
2230,2231,1338,awal tarik kesini karena interior nya yang unik dan banyak spot bagus untuk foto foto makan sini saat mau buka puasa karena takut gak dapet tempat saya reserved dulu tp nyata gak terlalu full pas maghrib order gyudon cheesy hamburg lychee berry milk dan passion fruit squash beef di gyudon nya empuk scrambled egg nya juga lembut seasoningnya pas tambah shredded nori bagai topping yang tambah cita rasa makan beef hamburg nya juga enak daging cincang lembut dengan leleh mozzarella di atas omurice nya standard gak terlalu suka sama saus cheese nya karena sedikit amis lychee berry milk dominan rasa susu dengan sedikit potong leci dan stroberi passion fruit squashnya segar dengan tambah selasih di dalam overall harga affordable saji cepat restonya bagus namun sedikit sempit jadi jarak antar meja terlalu rapat,POSITIVE,POSITIVE,POSITIVE,POSITIVE
2231,2232,237,mie ini ramenya suka gak masuk akal telah coba turut selera saya rasa sangat biasa tapi ya mungkin selera orang memang beda kan ya,NEGATIVE,,,
2232,2233,3432,the best of the best martabak in town they have many topping of martabak manis parkir nya susah sih kalo lagi rame oreo cheese martabak was recommended to try favorite gw yg di rekomendasi sama temen martabak green tea nya martabak nya ga terlalu tebel ga bikin eneg yg lebih penting lagi green tea dan kitkat green tea nya yg ga pelit banyak bgt jd puas makan nya dan harga nya juga murah,POSITIVE,,,POSITIVE
2233,2234,946,hihi kesini cuma buat ngemil makan jawa doang sih tapi sini emang gudang nya makan solo dan nyata emang enak2 dan harga pun ga setinggi yg kira combro sosis solo selat dan bubur nya muas lidah rasa nya pun pas dan gurih semua bakal balik kesini buat nyicipin main course nya,POSITIVE,,,POSITIVE
2234,2235,3380,tempat ok banget buat yang suka slow bar bisa cobain sini barista friendly dan punya tahu ttg kopi jarang nemuin tempat ngopi spt ini kalau mau ngopi musti cobain obsidian house blendnya tempat cozy banget asyik buat ngumpul sam temen pilih minum lumayan banyak pelayananya juga good tapi cari parkiranya ituloh yang susah banget,POSITIVE,POSITIVE,POSITIVE,
2235,2236,120,desain interior yang luar biasa dan suasana yang hebat aku punya almond latte dan rasa enak almond satu dengan kopi dan bahkan tanpa gula kopi sudah rasa cukup manis tanpa terlalu manis tempat itu sendiri cocok untuk libur yang tenang untuk selesai barang meski koneksi wifi tidak benar fungsi dengan baik,POSITIVE,POSITIVE,NEGATIVE,
2236,2237,518,udh 2 kali ktmpt ini utk resto all u can eat menu lbh variatif syngnya cm ada rebus2an gak bs bkr2an gak bosen pgn ksni lagi bareng tmn2,POSITIVE,,,
2237,2238,628,all time favourite restaurant dessert enak dan makan pun enak tapi sayang tempat gak terlalu muat banyak orang dan sering waitlist apalagi kalo jam jam makan dan weekend,POSITIVE,NEGATIVE,NEGATIVE,
2238,2239,1081,i love the ambience betul mampir kesini sekitar pukul 15 00 sengaja pilih waktu after lunch untuk dapat suasana tenang alam selalu gak enak tiap coba tempat baru ketika waktu makan simpul dengan tempat yang nyaman makan yang enak harga yang cukup sesuai wyl s kitchen is my new love,POSITIVE,POSITIVE,,POSITIVE
2239,2240,1965,pertama kali ngelewatin resto ini pas bgt sama long weekend di bulan mei penuh bgt padat sampai jalan stuck ngga gerak langsung males mampir kali dua kami lebih untung karena datang di hari jum at dan resto cukup lengang jadi kita bisa nebak kan kalau sabtu penuh itu orang bogor bukan haha anyway kami mes pizza chicken pesto dan nachos semua makan yg kami pesan enak ngga kecewa selan makan yg enak desain interior resto ini juga bagus bgt buat foto2 dan upload di sosmed ada pojok d depan pintu masuk yang bisa utk foto2 overall kami puas dengan layan yg beri makan relatif cepar datang hanya saja mungkin krn posisi duduk kami d belakang non smoking area aga susah manggil waitress yg kumpul di area depan,POSITIVE,POSITIVE,POSITIVE,
2240,2241,4165,suka banget sama burger yang satu ini udah sering beli dari jaman masih sekolah kuliah sampe sekarang udah kerja burgernya enak banget daging tebel dan yg penting harga murah hahaa cuma sayang semenjak pindah ke jalan bumi tiap beli kok dapet burgernya selalu udah dingin ya beda kaya pas di lamandau masih ada anget-angetnya,POSITIVE,,,POSITIVE
2241,2242,771,kesini sm 5 orang temen lain krn salah satu dari kita ada yg ultah ekspektasi kita tinggi bgt karena foto2 dan review dari zomato ya lumayan sampe sini nyata sepi bgt kirain bakal rame haha ntah karena kita dtgnya siang atau emg tempat emg gin tp super panas literally kita semua keringetan dan gaada sumber angin ntah itu ac atau kipas angin untuk rasa makan so so padahal harga makan masuk pricey hm yang agak ga nyenengin layan sih hbs sen krn kita nunggu makan lumayan lama kita mau foto2 di luar dan minta tolong mbak buat motoin trs jawab maaf mba saya cuma sendiri banyak kerja jd gabakal sempet meanwhile situ lagi sepi bgt dan yg sen makan cuma kita gitu amat lgsg ilfeel,NEGATIVE,NEGATIVE,NEGATIVE,NEGATIVE
2242,2243,1919,tempat sih biasa cuman makananya itu udh gak ada dua se depok ikan bakar paling oke se depok dan sekitar pokok asik info kalo dia skrng pindah disebrang di tempat ruko2 paling ujung,POSITIVE,,,
2243,2244,907,tempat ini tidak akan jalan untuk orang italia baik di jakarta tetapi mereka milik makan yang cukup bagus pizza mereka guna keju murah warna abu daripada mozzarella sehingga mereka bisa minyak dan kenyal ketika mereka mulai tenang diri mereka milik beberapa hidang pasta yang enak dan roti yang bagus,POSITIVE,,,
2244,2245,989,came here last saturday night with my bf lokasi jauh banget tapi bisa di cari lewat aplikasi waze antri cukup panjang so make sure to call ahead food wise fish was fresh and high in quality menu yang banyak orang pesan salmon abur oke tapi resto jenis di jaksel jg rasa sama aja so not really worth the trip and the price yang turut saya enak beef kabuto nya sisa so-so aja for the price,NEGATIVE,,,NEGATIVE
2245,2246,2822,well tempat cozy dan korea banget cuma sayang kalo daging sen kita mau bakar di meja minimal order 3 jenis daging tapi daging enak kok top manis dan gak keras mbak2 yang bakarin daging jago haha,POSITIVE,POSITIVE,POSITIVE,
2246,2247,2993,makan seperti makan nyaman menu yang kaya dan layan yang baik saya coba menu baru es pisang ijo bukan benar yang paling lezat-pisang-ijo di kota tetapi tidak buruk juga layak untuk coba dan karena saya maniak pedas saya tidak benar seperti sambal saya rasa tidak pedas sama sekali saya tidak mana yang salah antara lidah saya atau sambel itu sendiri tertawa bahak,NEGATIVE,POSITIVE,,
2247,2248,570,buat yang suka dessert tempat ini layak kunjung selain bagai macam pilih es dan topingnya ada makan utama juga kalau lg laper pizza chicken wings dan french friesnya enak harga sahabat,POSITIVE,,,POSITIVE
2248,2249,2513,nitip nasi kebuli ayam ke si pacar cerita penasaran abis baca review teman di zomato dan cuma bisa bilang gue jadi respect sama abang yang jual nasi goreng resmi jadi nasi goreng kebuli favorit gue ga minyak dan super flavorful must try ga ada foto keburu napsu makan the best nasi goreng in town pertama tau apjay gara2 ada foodblogger post sana dan dia bilang ini enak banget alhasil jadi penasaran buat cobain enak apa nyata enak banget waw bener bener enak asa banget rempah2nya beda aja kayak nasi goreng tektek banyak cm cape ngantrinya rame banget dan unik dia masak ga pake api pake arang mungkin itu yang bkin nasi goreng ini beda enak banget deh apjay udh lebih dri 4kali makan apjay dan gapernah bosen harus sen nasi goreng kebuli nya ya mau ayam atau kambing sama enak,POSITIVE,,,
2249,2250,3832,hi hmm suasana tempat makan yang enak karena belah rumah yang belakang laut gitu terus makan juga yang enak enak tapi agak mahal jadi sebenernya tempat ini enak buat nongki bareng temen temen thanks,POSITIVE,POSITIVE,,NEGATIVE
2250,2251,1509,enak banget itu lah satu satu yang bisa gambar kesan ttg tempat ini makan ga ada yg ga enak semua daging enak cap cae nya apa lagi appetizer yang gratis di awal itu juga enak dan banyak definitely the best korean restaurants in town kurang cm 1 pricey tapi believe me you got what you pay for,POSITIVE,,,NEGATIVE
2251,2252,2146,mes spageti wafu dengan daging sapi lada hitam dan rasa cukup enak tempat itu nyaman meski saya tidak nyaman dengan cahaya cukup gelap di sana,POSITIVE,POSITIVE,,
2252,2253,2926,kafe ini adalah salah satu yang harus kunjung jika anda jalan di fatahillah interior dan suasana sangat keren ada banyak tempat untuk ambil foto dan jadi kreatif makan dan minum seperti yang harap dari harga cara seluruh alam yang baik,POSITIVE,POSITIVE,,POSITIVE
2253,2254,156,restoran swiss ini milik bagai macam hidang dari gurih ke manis pesisir dan cakery saat ini marche masih selalu rupa tempat yang bagus untuk makan seperti saya,NEGATIVE,,,
2254,2255,887,kesini karena tarik ngeliat temen yang memposting foto di instagram dan path tempat oke kental banget jepang-jepangannya servicenya nggak oke alias layan nggak ramah dan ada order yang lupa di catet sama dia jadi nunggu lama lagi untuk makanannnya saya cuma order sushi yang harga 15-17rban untuk sushi super murah gitu ukur besar tapi rasa biasa aja emang sushi ini kayak cocok order untuk orang yang laper belum coba menu donburi ramen dan udonnya sih sini juga kenal dengan dessertnya yang lucu saya nggak order dessert tapi teman nyobain poopy ice cream dan warm and soilnya yang biasa aja cuma lucu untuk di foto tapi rasa so-so,NEGATIVE,POSITIVE,NEGATIVE,
2255,2256,3780,kafe cat yang luar biasa ini mungkin kafe kucing dua yang pernah saya kunjung di jakarta dan sangat lucu mereka ada di satu lingkung kafe ini milik lebih banyak kucing dewasa dan kucing itu senang meski saya harap mereka akan rawat kucing thwir lebih baik ketika saya temu infeksi mata dari beberapa kucing saya tidak mes makan atau minum tetapi harga entri lebih murah,,,POSITIVE,POSITIVE
2256,2257,3543,pertama dateng tuh krik banget tapi pas udah masuk n lama lama asa nyaman banget tempat nya green tea ice nya seger cappuccino n hot chocolate nya pas sama marshmallow sandwich nya nice taste dan pas mau pulang kayak bakal sering ke sini nih ngomong dalam hati,POSITIVE,POSITIVE,,
2257,2258,2052,cara seluruh tempat agak sulit untuk temu dan parkir juga agak sulit tunggu sudah lama anda perlu minta layan beberapa kali untuk terima pesan anda 1 atur tempat ini cukup besar tetapi sangat standar hanya gabung dengan mie anda tetapi panas dan ramai 2 5 2 layan buruk harus minta layan untuk terima pesan dan makan panjang 2 5 3 makan mie ubah jadi biasa kami mes udang dan mie daging sapi banyak orang makan tetapi kami temu bahwa makan tidak terlalu istimewa 3 5 4 harga cukup murah tetapi untuk rasa ini standar 3 5 summary biasa bukan itu istimewa mie hanya standar total skor 10 4 variabel 2 5 dari 5,POSITIVE,NEGATIVE,NEGATIVE,POSITIVE
2258,2259,3365,waktu ke sini hujan jadi kurang nyaman rasa nasi goreng biasa aja sih sebenernya kalo saji panas mungkin lebih enak tapi kemarin saji sudah agak anyep padahal dari wajan ya mungkin wrong timing,POSITIVE,,,
2259,2260,567,kobeshi adalah semua yang hebat anda dapat makan restoran dengan bagai hidang steaknya lezat dan sangat lembut saya juga suka shabu-shabu vege segar dan mereka tawar bagai sup saya rekomendasi steak dengan saus bawang dan shabu2 dengan miso sup,POSITIVE,,,
2260,2261,3784,salah satu restoran hebat di bogor mereka saji hidang dan minum yang luar biasa hidang indonesia dan barat milik selera yang luar biasa perabot juga sangat nyaman dan sederhana itu buat entirovment yang hebat bagi mereka yang ingin gaul dengan teman dan keluarga atau hanya minum cangkir kopi,POSITIVE,POSITIVE,,
2261,2262,2525,waktu kesini cobain starving panda spicy fried salmon dan mango yakult starving panda itu nasi kari dengan chicken katsu kari enak banget trus nasi yang bikin bentuk panda ini nilai plus dari restoran ini sih yang bikin unik makan sushinya oke mango yakult-nya juga oke kayak kalo tambah pake topping bakal lebih enak itadakimasu adalah salah satu restoran di daerah pik yg sangat jauh temu waktu temu tempat ini harus rela naik angkot kemudian jalan kaki 200 meter tapi itu smua bayar dg menu yg sudah qt incar dr bulan2 sblmnya ya qt pesan 3 menu ini starving panda sleeping panda dan happy feet overall very nice very cute very delicious harga pun jg jangkau,POSITIVE,,,POSITIVE
2262,2263,629,kesini siang jam 2an tapi tetep dapet wl untung wl no 1 terus pas lagi makan ujan kasi yg di dapat duduk di depan kena ujan makan enak dan murah bener2 kw nya fish n co,POSITIVE,,,POSITIVE
2263,2264,2334,best soto ever in jakarta soto mantep kuah banjir kulit nya banyak daging nya apalagi kaldu nendang dan koya yg perfect mana itu ya cuma sini gaada lagi udah langgan sejak kecil nih selain soto tahu telor dan nasi kuning nya juga almost perfect gurih pas dan jgn lupa cobain risoles ayam nya ya asa bgt ragout ayam worth it,POSITIVE,,,
2264,2265,530,benar suka dekorasi soo cosy tapi makan anggap agak mahal dan tidak terlalu lezat dasar rasa saya still saya nikmat ada di sini karena suasana,NEGATIVE,POSITIVE,,NEGATIVE
2265,2266,74,kesini karena tarik sama konsep yg pop art tempat kecil tapi interior unik banyak karya2 pop art wajah orang2 kenal pajang di seluruh dinding menu makan dan rasa biasa aja gue cinta green tea kecewa sih sama iced green tea latte yg rasa kayak air aja sorry to say,NEGATIVE,POSITIVE,,
2266,2267,778,jika anda cari campur yang baik dari rasa yang jangkau dan baik pergi ke ubud kecil ini telah jadi salah satu tempat makan siang atau makan malam saya ketika saya ragu coba tempat baru kadang saya hanya tidak ingin ambil risiko saya akan datang ke sini dan milik tempe orek yang dapat percaya sayur genjer ayam suwir bagai ganti jangan lupa tambah cabai super panas tapi itu yang buat saya kembali untuk lebih,POSITIVE,,,
2267,2268,319,pernah ke sini untuk makan malam ulang tahun saya tempat ini sangat cantik dekorasi memang layan dan layan sangat baik layan minta rasa makan apakah itu baik atau tidak mereka layan semua makan italia dan cukup baik,POSITIVE,,POSITIVE,
2268,2269,2060,karena penasaran sama tempat ini akhir kesampaen juga buat nyoba 1 tempat strategis parkir lumayan 2 di dalem lumayan nyaman ada colok ada beberapa main yg bisa dimainin juga 3 agak kecewa juga sama layan ada 1 layan cewe yg layan malah lebih kes ga sopan saat ngelayanin langgan songong muka - - 4 buat menu nyoba menu indomie goreng mercon pas dateng udah agak dingin kaya udah lama bikin tapi baru disajiin gtu lumayan pedes ada tetelan gitu minum nyoba mocca float lumayan enak sih tapi kok pelit ya ngasih es krim dikit banget trus nyoba roti bakar kornet keju ini menu ter-zonk kaya roti ga ada bekas bakar bakar sama sekali kornet kaya mentah atau emang mentah keju juga dikit 4 dan satu lagi yg bikin agak ga nyaman amen dari luar dibiarin masuk ke dalem dan ngelilingin dari meja ke meja tapi dibiarin sama pelayan2 di sana cukul recomended buat oran depok dan sekitar nih ditambahin lagi dong indoor nya yang ber ac karena kalo lagi makan mie extra pedess geraahh heheheh,NEGATIVE,POSITIVE,NEGATIVE,
2269,2270,3592,humus bisa lebih baik tetapi sup dan domba adalah yang baik yang pernah kita rasa layan ini juga bagus tapi kami pikir mereka agak kurang layan,POSITIVE,,POSITIVE,
2270,2271,3277,saya selalu unjung hakata ikkousha untuk muas hasrat ramen saya karena rasa ramen terus baik selain ramen reguler mereka saya juga coba kari nasi goreng dan tsukemen nasi kari juga sangat baik dengan jumlah beras dan kari yang murah hati nasi goreng mereka cukup aneh tapi kemudian salah untuk beli nasi goreng di ramen place haha saya biasa tidak suka tsukemen jadi saya tidak nikmat hidang ini satu hal yang saya tidak suka adalah mangkuk dan sendok mereka biasa minyak dan tempat agak bau apalagi lama kunjung akhir saya salah satu layan sangat kasar mereka gosip tentang saya dan teman saya hanya karena kami minta untuk duduk di tempat yang beda karena bau yang tidak enak hakata ikkousha server ramen khusus kualitas cukup bagus saya punya babi spesial sup rasa dalam dan nasi kari lebih enak daripada ramen untuk,POSITIVE,NEGATIVE,NEGATIVE,
