6639,POSITIVE,POSITIVE,-,-
6640,POSITIVE,-,-,-
6641,POSITIVE,POSITIVE,POSITIVE,-
6642,POSITIVE,-,-,-
6643,POSITIVE,POSITIVE,NEGATIVE,-
6644,POSITIVE,-,-,POSITIVE
6645,POSITIVE,-,POSITIVE,-
6646,NEGATIVE,-,POSITIVE,NEGATIVE
6647,NEGATIVE,POSITIVE,-,-
6648,POSITIVE,NEGATIVE,-,-
6649,POSITIVE,-,-,POSITIVE
6650,POSITIVE,POSITIVE,-,-
6651,POSITIVE,POSITIVE,-,POSITIVE
6652,POSITIVE,-,POSITIVE,POSITIVE
6653,POSITIVE,-,POSITIVE,-
6654,POSITIVE,-,POSITIVE,-
6655,POSITIVE,-,-,-
6656,POSITIVE,-,-,-
6657,POSITIVE,-,-,POSITIVE
6658,POSITIVE,-,POSITIVE,POSITIVE
6659,POSITIVE,-,-,-
6660,POSITIVE,-,-,POSITIVE
6661,POSITIVE,-,-,-
6662,NEGATIVE,POSITIVE,NEGATIVE,POSITIVE
6663,POSITIVE,-,NEGATIVE,-
6664,NEGATIVE,-,POSITIVE,-
6665,POSITIVE,-,POSITIVE,-
6666,NEGATIVE,-,POSITIVE,-
6667,POSITIVE,-,-,-
6668,NEGATIVE,POSITIVE,POSITIVE,NEGATIVE
6669,NEGATIVE,-,-,-
6670,POSITIVE,-,-,-
6671,POSITIVE,-,POSITIVE,NEGATIVE
6672,POSITIVE,-,-,-
6673,POSITIVE,-,POSITIVE,POSITIVE
6674,POSITIVE,-,-,POSITIVE
6675,POSITIVE,-,-,POSITIVE
6676,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6677,POSITIVE,-,-,-
6678,POSITIVE,POSITIVE,POSITIVE,NEGATIVE
6679,POSITIVE,-,-,-
6680,POSITIVE,POSITIVE,POSITIVE,-
6681,NEGATIVE,NEGATIVE,-,-
6682,NEGATIVE,-,-,NEGATIVE
6683,POSITIVE,-,-,-
6684,POSITIVE,-,-,-
6685,POSITIVE,-,NEGATIVE,POSITIVE
6686,POSITIVE,-,-,NEGATIVE
6687,POSITIVE,-,-,-
6688,POSITIVE,-,POSITIVE,-
6689,POSITIVE,-,-,POSITIVE
6690,NEGATIVE,POSITIVE,-,-
6691,POSITIVE,-,POSITIVE,POSITIVE
6692,POSITIVE,-,-,-
6693,POSITIVE,-,-,-
6694,POSITIVE,-,POSITIVE,POSITIVE
6695,POSITIVE,POSITIVE,-,-
6696,POSITIVE,POSITIVE,NEGATIVE,-
6697,POSITIVE,-,-,-
6698,POSITIVE,-,-,-
6699,POSITIVE,POSITIVE,POSITIVE,-
6700,POSITIVE,-,-,-
6701,POSITIVE,-,-,POSITIVE
6702,POSITIVE,-,-,-
6703,POSITIVE,-,-,-
6704,POSITIVE,-,POSITIVE,POSITIVE
6705,NEGATIVE,-,-,POSITIVE
6706,POSITIVE,-,-,-
6707,POSITIVE,-,POSITIVE,-
6708,POSITIVE,-,-,-
6709,POSITIVE,-,-,-
6710,NEGATIVE,-,-,-
6711,POSITIVE,-,-,-
6712,NEGATIVE,-,-,-
6713,POSITIVE,-,-,-
6714,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6715,POSITIVE,-,-,POSITIVE
6716,NEGATIVE,-,NEGATIVE,NEGATIVE
6717,POSITIVE,POSITIVE,-,-
6718,POSITIVE,-,POSITIVE,-
6719,NEGATIVE,-,-,-
6720,POSITIVE,POSITIVE,-,-
6721,POSITIVE,-,NEGATIVE,-
6722,POSITIVE,-,-,POSITIVE
6723,POSITIVE,-,-,-
6724,POSITIVE,-,-,POSITIVE
6725,NEGATIVE,-,NEGATIVE,-
6726,POSITIVE,-,-,POSITIVE
6727,POSITIVE,-,-,-
6728,POSITIVE,-,-,-
6729,POSITIVE,-,NEGATIVE,POSITIVE
6730,POSITIVE,-,-,-
6731,POSITIVE,NEGATIVE,-,-
6732,POSITIVE,-,POSITIVE,-
6733,NEGATIVE,-,-,NEGATIVE
6734,POSITIVE,-,-,-
6735,POSITIVE,-,-,POSITIVE
6736,POSITIVE,-,-,-
6737,POSITIVE,POSITIVE,POSITIVE,-
6738,POSITIVE,-,POSITIVE,-
6739,POSITIVE,-,-,-
6740,POSITIVE,-,-,-
6741,NEGATIVE,-,POSITIVE,-
6742,POSITIVE,POSITIVE,-,-
6743,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE
6744,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6745,POSITIVE,POSITIVE,POSITIVE,-
6746,NEGATIVE,POSITIVE,POSITIVE,-
6747,POSITIVE,-,-,-
6748,NEGATIVE,-,POSITIVE,NEGATIVE
6749,POSITIVE,-,-,-
6750,POSITIVE,POSITIVE,NEGATIVE,POSITIVE
6751,POSITIVE,POSITIVE,POSITIVE,-
6752,POSITIVE,POSITIVE,-,POSITIVE
6753,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6754,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6755,POSITIVE,-,-,-
6756,POSITIVE,-,-,POSITIVE
6757,NEGATIVE,-,POSITIVE,-
6758,NEGATIVE,POSITIVE,-,POSITIVE
6759,POSITIVE,-,-,-
6760,NEGATIVE,-,POSITIVE,-
6761,POSITIVE,-,-,NEGATIVE
6762,POSITIVE,-,POSITIVE,POSITIVE
6763,NEGATIVE,-,NEGATIVE,NEGATIVE
6764,POSITIVE,-,POSITIVE,-
6765,POSITIVE,-,-,-
6766,POSITIVE,-,-,-
6767,POSITIVE,POSITIVE,POSITIVE,-
6768,POSITIVE,-,-,-
6769,POSITIVE,-,-,POSITIVE
6770,POSITIVE,-,-,-
6771,POSITIVE,POSITIVE,-,POSITIVE
6772,NEGATIVE,-,-,NEGATIVE
6773,POSITIVE,-,-,-
6774,POSITIVE,-,-,POSITIVE
6775,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6776,POSITIVE,-,-,NEGATIVE
6777,POSITIVE,-,-,POSITIVE
6778,POSITIVE,-,-,NEGATIVE
6779,NEGATIVE,-,-,-
6780,POSITIVE,-,POSITIVE,POSITIVE
6781,NEGATIVE,-,-,-
6782,POSITIVE,-,-,-
6783,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6784,POSITIVE,POSITIVE,-,-
6785,POSITIVE,-,POSITIVE,POSITIVE
6786,POSITIVE,-,-,-
6787,POSITIVE,POSITIVE,-,-
6788,NEGATIVE,-,-,POSITIVE
6789,POSITIVE,POSITIVE,-,POSITIVE
6790,POSITIVE,POSITIVE,POSITIVE,-
6791,POSITIVE,POSITIVE,POSITIVE,NEGATIVE
6792,POSITIVE,-,POSITIVE,-
6793,POSITIVE,-,-,-
6794,POSITIVE,POSITIVE,-,POSITIVE
6795,POSITIVE,-,-,NEGATIVE
6796,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6797,POSITIVE,-,-,-
6798,POSITIVE,-,POSITIVE,-
6799,POSITIVE,-,-,-
6800,POSITIVE,POSITIVE,-,NEGATIVE
6801,NEGATIVE,NEGATIVE,-,NEGATIVE
6802,POSITIVE,POSITIVE,NEGATIVE,-
6803,POSITIVE,-,-,-
6804,POSITIVE,POSITIVE,-,POSITIVE
6805,POSITIVE,-,-,-
6806,POSITIVE,POSITIVE,POSITIVE,-
6807,POSITIVE,-,-,POSITIVE
6808,POSITIVE,-,POSITIVE,-
6809,POSITIVE,-,-,-
6810,POSITIVE,-,POSITIVE,-
6811,POSITIVE,POSITIVE,POSITIVE,-
6812,POSITIVE,-,-,POSITIVE
6813,POSITIVE,NEGATIVE,POSITIVE,-
6814,NEGATIVE,-,POSITIVE,NEGATIVE
6815,POSITIVE,-,NEGATIVE,POSITIVE
6816,POSITIVE,POSITIVE,-,-
6817,POSITIVE,-,-,-
6818,NEGATIVE,-,POSITIVE,-
6819,POSITIVE,-,-,POSITIVE
6820,POSITIVE,NEGATIVE,-,-
6821,POSITIVE,POSITIVE,-,POSITIVE
6822,NEGATIVE,POSITIVE,POSITIVE,-
6823,POSITIVE,-,-,-
6824,POSITIVE,-,POSITIVE,-
6825,POSITIVE,-,-,-
6826,POSITIVE,-,POSITIVE,-
6827,POSITIVE,POSITIVE,-,-
6828,POSITIVE,POSITIVE,-,-
6829,NEGATIVE,-,POSITIVE,-
6830,POSITIVE,-,-,-
6831,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6832,POSITIVE,-,POSITIVE,POSITIVE
6833,POSITIVE,-,POSITIVE,-
6834,POSITIVE,-,POSITIVE,-
6835,POSITIVE,POSITIVE,-,POSITIVE
6836,POSITIVE,NEGATIVE,-,-
6837,POSITIVE,-,-,-
6838,NEGATIVE,-,POSITIVE,-
6839,POSITIVE,-,-,NEGATIVE
6840,POSITIVE,POSITIVE,-,NEGATIVE
6841,NEGATIVE,-,-,-
6842,NEGATIVE,POSITIVE,-,-
6843,POSITIVE,-,POSITIVE,-
6844,POSITIVE,-,-,-
6845,POSITIVE,POSITIVE,-,POSITIVE
6846,POSITIVE,-,-,-
6847,POSITIVE,-,-,-
6848,POSITIVE,-,-,-
6849,POSITIVE,-,-,-
6850,POSITIVE,-,POSITIVE,-
6851,POSITIVE,-,POSITIVE,-
6852,NEGATIVE,-,POSITIVE,-
6853,POSITIVE,NEGATIVE,-,POSITIVE
6854,POSITIVE,-,POSITIVE,POSITIVE
6855,POSITIVE,-,-,-
6856,POSITIVE,-,-,-
6857,POSITIVE,-,POSITIVE,-
6858,POSITIVE,POSITIVE,NEGATIVE,-
6859,POSITIVE,POSITIVE,-,-
6860,POSITIVE,-,-,-
6861,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6862,POSITIVE,POSITIVE,POSITIVE,-
6863,POSITIVE,POSITIVE,-,POSITIVE
6864,POSITIVE,-,-,POSITIVE
6865,NEGATIVE,-,-,-
6866,POSITIVE,-,-,-
6867,POSITIVE,-,-,-
6868,POSITIVE,-,-,-
6869,POSITIVE,-,POSITIVE,POSITIVE
6870,POSITIVE,-,-,NEGATIVE
6871,POSITIVE,-,-,-
6872,POSITIVE,POSITIVE,-,POSITIVE
6873,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6874,NEGATIVE,-,POSITIVE,-
6875,POSITIVE,NEGATIVE,NEGATIVE,NEGATIVE
6876,POSITIVE,POSITIVE,POSITIVE,-
6877,POSITIVE,-,NEGATIVE,POSITIVE
6878,NEGATIVE,NEGATIVE,POSITIVE,-
6879,POSITIVE,-,-,-
6880,POSITIVE,-,POSITIVE,POSITIVE
6881,POSITIVE,-,NEGATIVE,-
6882,NEGATIVE,POSITIVE,-,-
6883,POSITIVE,-,-,POSITIVE
6884,POSITIVE,-,-,-
6885,NEGATIVE,-,-,-
6886,NEGATIVE,-,POSITIVE,NEGATIVE
6887,POSITIVE,-,-,-
6888,POSITIVE,-,-,-
6889,POSITIVE,-,-,-
6890,NEGATIVE,-,-,-
6891,POSITIVE,POSITIVE,-,POSITIVE
6892,POSITIVE,POSITIVE,-,-
6893,NEGATIVE,-,-,-
6894,POSITIVE,POSITIVE,POSITIVE,-
6895,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6896,POSITIVE,-,NEGATIVE,-
6897,NEGATIVE,-,-,NEGATIVE
6898,NEGATIVE,-,-,-
6899,POSITIVE,POSITIVE,NEGATIVE,POSITIVE
6900,POSITIVE,POSITIVE,POSITIVE,-
6901,NEGATIVE,NEGATIVE,POSITIVE,-
6902,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6903,POSITIVE,POSITIVE,POSITIVE,-
6904,POSITIVE,-,-,POSITIVE
6905,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6906,POSITIVE,-,-,-
6907,POSITIVE,-,POSITIVE,-
6908,POSITIVE,POSITIVE,-,-
6909,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6910,NEGATIVE,-,-,-
6911,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6912,POSITIVE,-,-,-
6913,POSITIVE,-,-,POSITIVE
6914,NEGATIVE,-,NEGATIVE,POSITIVE
6915,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6916,POSITIVE,POSITIVE,-,POSITIVE
6917,POSITIVE,-,-,-
6918,POSITIVE,POSITIVE,-,POSITIVE
6919,POSITIVE,-,-,-
6920,POSITIVE,-,POSITIVE,-
6921,POSITIVE,-,POSITIVE,-
6922,POSITIVE,-,-,-
6923,NEGATIVE,-,NEGATIVE,POSITIVE
6924,POSITIVE,POSITIVE,-,-
6925,POSITIVE,POSITIVE,-,-
6926,POSITIVE,POSITIVE,NEGATIVE,POSITIVE
6927,POSITIVE,-,-,-
6928,NEGATIVE,-,-,POSITIVE
6929,POSITIVE,-,-,-
6930,NEGATIVE,-,NEGATIVE,NEGATIVE
6931,POSITIVE,NEGATIVE,POSITIVE,-
6932,POSITIVE,POSITIVE,-,-
6933,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6934,POSITIVE,-,-,NEGATIVE
6935,POSITIVE,-,-,-
6936,POSITIVE,-,-,-
6937,NEGATIVE,NEGATIVE,-,NEGATIVE
6938,NEGATIVE,-,-,-
6939,NEGATIVE,-,NEGATIVE,-
6940,POSITIVE,-,-,-
6941,NEGATIVE,POSITIVE,-,-
6942,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6943,POSITIVE,-,-,-
6944,POSITIVE,-,-,-
6945,POSITIVE,POSITIVE,-,NEGATIVE
6946,NEGATIVE,-,-,-
6947,POSITIVE,-,-,-
6948,NEGATIVE,-,-,-
6949,POSITIVE,-,-,-
6950,POSITIVE,-,NEGATIVE,NEGATIVE
6951,POSITIVE,-,POSITIVE,-
6952,POSITIVE,POSITIVE,POSITIVE,-
6953,NEGATIVE,-,-,-
6954,NEGATIVE,-,-,-
6955,POSITIVE,-,-,-
6956,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6957,POSITIVE,POSITIVE,-,-
6958,POSITIVE,-,-,-
6959,POSITIVE,POSITIVE,-,-
6960,NEGATIVE,-,-,-
6961,POSITIVE,-,-,-
6962,POSITIVE,-,-,-
6963,NEGATIVE,POSITIVE,-,-
6964,POSITIVE,-,-,POSITIVE
6965,POSITIVE,-,-,-
6966,POSITIVE,-,-,-
6967,POSITIVE,POSITIVE,-,-
6968,POSITIVE,-,-,-
6969,NEGATIVE,-,-,-
6970,NEGATIVE,-,-,-
6971,POSITIVE,-,-,-
6972,POSITIVE,-,POSITIVE,-
6973,POSITIVE,-,POSITIVE,-
6974,NEGATIVE,POSITIVE,POSITIVE,-
6975,NEGATIVE,POSITIVE,-,POSITIVE
6976,POSITIVE,POSITIVE,POSITIVE,POSITIVE
6977,NEGATIVE,POSITIVE,NEGATIVE,-
6978,POSITIVE,-,-,POSITIVE
6979,NEGATIVE,-,POSITIVE,NEGATIVE
6980,POSITIVE,-,-,-
6981,NEGATIVE,-,-,-
6982,POSITIVE,-,POSITIVE,-
6983,POSITIVE,NEGATIVE,-,-
6984,NEGATIVE,POSITIVE,POSITIVE,POSITIVE
6985,NEGATIVE,POSITIVE,NEGATIVE,NEGATIVE
6986,POSITIVE,-,POSITIVE,-
6987,NEGATIVE,-,POSITIVE,POSITIVE
6988,POSITIVE,-,-,-
6989,NEGATIVE,-,-,-
6990,POSITIVE,-,-,-
6991,POSITIVE,POSITIVE,POSITIVE,-
6992,POSITIVE,-,POSITIVE,NEGATIVE
6993,POSITIVE,-,-,-
6994,NEGATIVE,-,-,-
6995,POSITIVE,-,-,POSITIVE
6996,POSITIVE,-,-,NEGATIVE
6997,POSITIVE,-,-,-
6998,NEGATIVE,-,NEGATIVE,NEGATIVE
6999,POSITIVE,POSITIVE,-,-
7000,POSITIVE,POSITIVE,-,-
7001,POSITIVE,-,-,-
7002,POSITIVE,-,-,-
7003,POSITIVE,NEGATIVE,POSITIVE,-
7004,POSITIVE,POSITIVE,-,-
7005,NEGATIVE,POSITIVE,POSITIVE,POSITIVE
7006,POSITIVE,POSITIVE,NEGATIVE,POSITIVE
7007,POSITIVE,-,-,-
7008,POSITIVE,POSITIVE,POSITIVE,-
7009,POSITIVE,POSITIVE,-,POSITIVE
7010,POSITIVE,-,POSITIVE,-
7011,POSITIVE,POSITIVE,-,-
7012,POSITIVE,-,-,-
7013,POSITIVE,-,-,-
7014,NEGATIVE,-,-,-
7015,POSITIVE,-,-,POSITIVE
7016,POSITIVE,-,POSITIVE,-
7017,NEGATIVE,POSITIVE,POSITIVE,-
7018,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7019,POSITIVE,-,POSITIVE,-
7020,POSITIVE,-,POSITIVE,-
7021,POSITIVE,-,POSITIVE,-
7022,POSITIVE,-,POSITIVE,-
7023,POSITIVE,POSITIVE,-,-
7024,POSITIVE,POSITIVE,POSITIVE,-
7025,NEGATIVE,-,-,-
7026,POSITIVE,POSITIVE,POSITIVE,-
7027,POSITIVE,-,POSITIVE,-
7028,POSITIVE,-,-,POSITIVE
7029,POSITIVE,POSITIVE,POSITIVE,-
7030,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7031,POSITIVE,POSITIVE,POSITIVE,-
7032,POSITIVE,POSITIVE,POSITIVE,-
7033,POSITIVE,POSITIVE,POSITIVE,-
7034,POSITIVE,-,POSITIVE,-
7035,POSITIVE,-,-,POSITIVE
7036,POSITIVE,POSITIVE,-,-
7037,POSITIVE,-,-,POSITIVE
7038,POSITIVE,-,-,-
7039,POSITIVE,-,-,POSITIVE
7040,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7041,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7042,NEGATIVE,-,-,-
7043,POSITIVE,-,POSITIVE,-
7044,POSITIVE,POSITIVE,-,-
7045,POSITIVE,POSITIVE,POSITIVE,-
7046,POSITIVE,-,POSITIVE,-
7047,POSITIVE,POSITIVE,POSITIVE,-
7048,POSITIVE,POSITIVE,-,POSITIVE
7049,POSITIVE,POSITIVE,POSITIVE,-
7050,POSITIVE,POSITIVE,POSITIVE,-
7051,POSITIVE,-,-,-
7052,NEGATIVE,POSITIVE,POSITIVE,POSITIVE
7053,POSITIVE,POSITIVE,-,POSITIVE
7054,NEGATIVE,-,NEGATIVE,-
7055,POSITIVE,-,-,-
7056,NEGATIVE,-,NEGATIVE,-
7057,NEGATIVE,POSITIVE,-,-
7058,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7059,POSITIVE,POSITIVE,POSITIVE,-
7060,POSITIVE,POSITIVE,NEGATIVE,POSITIVE
7061,POSITIVE,POSITIVE,NEGATIVE,-
7062,NEGATIVE,NEGATIVE,NEGATIVE,-
7063,POSITIVE,POSITIVE,-,POSITIVE
7064,POSITIVE,POSITIVE,POSITIVE,-
7065,NEGATIVE,POSITIVE,-,-
7066,NEGATIVE,NEGATIVE,NEGATIVE,-
7067,POSITIVE,POSITIVE,-,POSITIVE
7068,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7069,NEGATIVE,-,POSITIVE,-
7070,NEGATIVE,POSITIVE,POSITIVE,-
7071,NEGATIVE,-,POSITIVE,-
7072,NEGATIVE,-,NEGATIVE,-
7073,POSITIVE,POSITIVE,POSITIVE,-
7074,POSITIVE,-,POSITIVE,POSITIVE
7075,NEGATIVE,-,POSITIVE,-
7076,POSITIVE,-,-,POSITIVE
7077,POSITIVE,POSITIVE,-,POSITIVE
7078,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7079,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7080,POSITIVE,-,POSITIVE,-
7081,NEGATIVE,NEGATIVE,POSITIVE,-
7082,NEGATIVE,-,-,-
7083,POSITIVE,POSITIVE,-,POSITIVE
7084,POSITIVE,POSITIVE,-,-
7085,POSITIVE,-,POSITIVE,-
7086,POSITIVE,-,NEGATIVE,-
7087,POSITIVE,POSITIVE,-,-
7088,POSITIVE,POSITIVE,-,-
7089,POSITIVE,POSITIVE,-,-
7090,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7091,POSITIVE,-,-,-
7092,POSITIVE,POSITIVE,POSITIVE,-
7093,POSITIVE,POSITIVE,-,POSITIVE
7094,POSITIVE,-,POSITIVE,POSITIVE
7095,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7096,POSITIVE,-,POSITIVE,NEGATIVE
7097,POSITIVE,POSITIVE,-,POSITIVE
7098,POSITIVE,-,-,-
7099,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7100,POSITIVE,POSITIVE,POSITIVE,-
7101,POSITIVE,-,-,-
7102,POSITIVE,POSITIVE,-,-
7103,POSITIVE,POSITIVE,-,POSITIVE
7104,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7105,POSITIVE,-,-,-
7106,POSITIVE,-,POSITIVE,-
7107,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7108,POSITIVE,-,POSITIVE,-
7109,POSITIVE,-,-,POSITIVE
7110,NEGATIVE,-,NEGATIVE,-
7111,NEGATIVE,POSITIVE,-,-
7112,POSITIVE,POSITIVE,-,-
7113,POSITIVE,POSITIVE,-,POSITIVE
7114,NEGATIVE,-,NEGATIVE,-
7115,NEGATIVE,-,NEGATIVE,-
7116,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7117,NEGATIVE,POSITIVE,NEGATIVE,-
7118,POSITIVE,-,-,POSITIVE
7119,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7120,NEGATIVE,-,NEGATIVE,-
7121,POSITIVE,-,POSITIVE,-
7122,NEGATIVE,-,POSITIVE,NEGATIVE
7123,NEGATIVE,NEGATIVE,NEGATIVE,-
7124,NEGATIVE,POSITIVE,POSITIVE,-
7125,POSITIVE,-,NEGATIVE,-
7126,NEGATIVE,POSITIVE,NEGATIVE,-
7127,POSITIVE,-,POSITIVE,-
7128,NEGATIVE,-,NEGATIVE,-
7129,POSITIVE,POSITIVE,NEGATIVE,-
7130,NEGATIVE,POSITIVE,NEGATIVE,-
7131,POSITIVE,-,POSITIVE,-
7132,POSITIVE,POSITIVE,-,POSITIVE
7133,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7134,POSITIVE,POSITIVE,-,-
7135,POSITIVE,POSITIVE,-,-
7136,POSITIVE,POSITIVE,-,NEGATIVE
7137,POSITIVE,POSITIVE,POSITIVE,-
7138,POSITIVE,-,NEGATIVE,-
7139,POSITIVE,POSITIVE,POSITIVE,-
7140,POSITIVE,-,-,POSITIVE
7141,POSITIVE,POSITIVE,POSITIVE,-
7142,POSITIVE,-,NEGATIVE,-
7143,POSITIVE,-,NEGATIVE,POSITIVE
7144,POSITIVE,POSITIVE,POSITIVE,-
7145,-,POSITIVE,-,NEGATIVE
7146,POSITIVE,-,NEGATIVE,POSITIVE
7147,POSITIVE,-,NEGATIVE,-
7148,NEGATIVE,-,NEGATIVE,-
7149,-,-,NEGATIVE,-
7150,POSITIVE,POSITIVE,POSITIVE,-
7151,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7152,POSITIVE,-,-,-
7153,POSITIVE,-,NEGATIVE,POSITIVE
7154,POSITIVE,POSITIVE,-,-
7155,NEGATIVE,POSITIVE,-,-
7156,POSITIVE,POSITIVE,POSITIVE,-
7157,POSITIVE,POSITIVE,-,-
7158,POSITIVE,POSITIVE,POSITIVE,-
7159,POSITIVE,-,-,POSITIVE
7160,POSITIVE,POSITIVE,POSITIVE,-
7161,POSITIVE,-,POSITIVE,-
7162,NEGATIVE,-,NEGATIVE,-
7163,POSITIVE,-,-,POSITIVE
7164,NEGATIVE,-,-,-
7165,NEGATIVE,-,-,-
7166,POSITIVE,POSITIVE,NEGATIVE,-
7167,POSITIVE,-,-,-
7168,NEGATIVE,POSITIVE,NEGATIVE,-
7169,NEGATIVE,-,NEGATIVE,-
7170,POSITIVE,-,NEGATIVE,-
7171,POSITIVE,POSITIVE,POSITIVE,-
7172,POSITIVE,-,POSITIVE,-
7173,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7174,POSITIVE,-,POSITIVE,POSITIVE
7175,POSITIVE,-,POSITIVE,POSITIVE
7176,POSITIVE,POSITIVE,-,-
7177,POSITIVE,-,POSITIVE,-
7178,-,-,POSITIVE,-
7179,POSITIVE,-,POSITIVE,-
7180,-,-,NEGATIVE,POSITIVE
7181,NEGATIVE,-,POSITIVE,-
7182,NEGATIVE,-,NEGATIVE,-
7183,POSITIVE,NEGATIVE,POSITIVE,POSITIVE
7184,POSITIVE,-,POSITIVE,-
7185,POSITIVE,POSITIVE,-,-
7186,NEGATIVE,-,-,POSITIVE
7187,NEGATIVE,POSITIVE,NEGATIVE,-
7188,NEGATIVE,-,POSITIVE,-
7189,POSITIVE,POSITIVE,POSITIVE,-
7190,NEGATIVE,NEGATIVE,NEGATIVE,POSITIVE
7191,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7192,POSITIVE,-,POSITIVE,-
7193,NEGATIVE,-,-,-
7194,NEGATIVE,-,NEGATIVE,-
7195,POSITIVE,-,NEGATIVE,-
7196,-,-,POSITIVE,-
7197,NEGATIVE,-,-,-
7198,POSITIVE,-,NEGATIVE,-
7199,NEGATIVE,POSITIVE,POSITIVE,POSITIVE
7200,NEGATIVE,-,-,POSITIVE
7201,POSITIVE,-,POSITIVE,POSITIVE
7202,POSITIVE,-,-,-
7203,POSITIVE,POSITIVE,-,-
7204,POSITIVE,POSITIVE,-,NEGATIVE
7205,POSITIVE,POSITIVE,-,-
7206,NEGATIVE,-,-,NEGATIVE
7207,POSITIVE,POSITIVE,-,-
7208,POSITIVE,-,-,POSITIVE
7209,POSITIVE,-,-,-
7210,POSITIVE,POSITIVE,-,-
7211,POSITIVE,-,-,-
7212,POSITIVE,POSITIVE,-,-
7213,NEGATIVE,POSITIVE,POSITIVE,-
7214,POSITIVE,POSITIVE,-,-
7215,POSITIVE,POSITIVE,-,POSITIVE
7216,POSITIVE,-,POSITIVE,-
7217,POSITIVE,-,POSITIVE,-
7218,POSITIVE,-,-,-
7219,NEGATIVE,-,-,-
7220,POSITIVE,-,-,POSITIVE
7221,POSITIVE,-,-,POSITIVE
7222,POSITIVE,-,POSITIVE,POSITIVE
7223,NEGATIVE,-,-,POSITIVE
7224,POSITIVE,NEGATIVE,NEGATIVE,-
7225,NEGATIVE,-,NEGATIVE,-
7226,POSITIVE,POSITIVE,POSITIVE,NEGATIVE
7227,POSITIVE,POSITIVE,-,POSITIVE
7228,POSITIVE,POSITIVE,-,POSITIVE
7229,NEGATIVE,-,-,-
7230,POSITIVE,POSITIVE,POSITIVE,-
7231,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7232,POSITIVE,-,-,-
7233,POSITIVE,-,POSITIVE,-
7234,POSITIVE,-,-,-
7235,POSITIVE,-,POSITIVE,POSITIVE
7236,POSITIVE,-,POSITIVE,-
7237,POSITIVE,-,-,-
7238,POSITIVE,POSITIVE,POSITIVE,POSITIVE
7239,NEGATIVE,NEGATIVE,-,-
7240,POSITIVE,-,-,POSITIVE
7241,POSITIVE,-,-,-
7242,NEGATIVE,-,-,NEGATIVE
7243,POSITIVE,POSITIVE,-,NEGATIVE
7244,NEGATIVE,NEGATIVE,-,NEGATIVE
7245,POSITIVE,-,-,-
7246,POSITIVE,-,-,POSITIVE
7247,POSITIVE,POSITIVE,-,-
7248,POSITIVE,-,POSITIVE,-
7249,POSITIVE,-,-,-
7250,POSITIVE,NEGATIVE,POSITIVE,NEGATIVE
7251,POSITIVE,-,-,-
7252,POSITIVE,-,-,-
7253,NEGATIVE,-,NEGATIVE,-
7254,NEGATIVE,-,-,-
7255,POSITIVE,-,POSITIVE,-
7256,NEGATIVE,-,-,POSITIVE
7257,POSITIVE,POSITIVE,-,-
7258,POSITIVE,-,-,-
7259,POSITIVE,POSITIVE,-,-
7260,NEGATIVE,-,-,-
7261,POSITIVE,-,-,-
7262,NEGATIVE,-,-,-
7263,POSITIVE,POSITIVE,-,-
7264,POSITIVE,-,-,-
